Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Money Lost,Non Defaulter,MoneyLOST,E
9516,11.91,28.06%,0.0067,8.568054,0.9933,0,0.057405962
9517,7.89,34.18%,0.0056,5.193198,0.9944,0,0.029081909
9518,1.53,18.87%,0.0014,1.241289,0.9986,0,0.001737805
9519,15.63,7.93%,0.0023,14.390541,0.9977,0,0.033098244
9520,4.07,16.81%,0.0046,3.385833,0.9954,0,0.015574832
9521,22.76,16.76%,0.0011,18.945424,0.9989,0,0.020839966
9522,18.06,18.81%,0.0068,14.662914,0.9932,0,0.099707815
9523,20.36,37.02%,0.0066,12.822728,0.9934,0,0.084630005
9524,19.95,28.76%,0.0026,14.21238,0.9974,0,0.036952188
9525,10,35.24%,0.0009,6.476,0.9991,0,0.0058284
9526,12.16,34.68%,0.0098,7.942912,0.9902,0,0.077840538
9527,1.52,34.30%,0.003,0.99864,0.997,0,0.00299592
9528,20.07,11.87%,0.0083,17.687691,0.9917,0,0.146807835
9529,3.89,24.93%,0.0053,2.920223,0.9947,0,0.015477182
9530,6.66,16.92%,0.0023,5.533128,0.9977,0,0.012726194
9531,2.59,31.50%,0.0064,1.77415,0.9936,0,0.01135456
9532,15.14,29.45%,0.0079,10.68127,0.9921,0,0.084382033
9533,7.94,31.82%,0.0008,5.413492,0.9992,0,0.004330794
9534,17.13,6.15%,0.0061,16.076505,0.9939,0,0.098066681
9535,0.98,22.91%,0.0029,0.755482,0.9971,0,0.002190898
9536,7.8,13.22%,0.0034,6.76884,0.9966,0,0.023014056
9537,19.98,30.72%,0.0058,13.842144,0.9942,0,0.080284435
9538,6.67,21.07%,0.0036,5.264631,0.9964,0,0.018952672
9539,24.4,5.01%,0.0055,23.17756,0.9945,0,0.12747658
9540,18.76,35.25%,0.0081,12.1471,0.9919,0,0.09839151
9541,22.57,12.57%,0.0039,19.732951,0.9961,0,0.076958509
9542,1.39,22.19%,0.002,1.081559,0.998,0,0.002163118
9543,7.4,36.91%,0.0034,4.66866,0.9966,0,0.015873444
9544,13.71,33.71%,0.0063,9.088359,0.9937,0,0.057256662
9545,3.89,18.17%,0.0026,3.183187,0.9974,0,0.008276286
9546,13.72,8.55%,0.0073,12.54694,0.9927,0,0.091592662
9547,6.16,29.18%,0.0062,4.362512,0.9938,0,0.027047574
9548,9.2,35.16%,0.0051,5.96528,0.9949,0,0.030422928
9549,9.4,39.15%,0.0002,5.7199,0.9998,0,0.00114398
9550,24.79,15.91%,0.0015,20.845911,0.9985,0,0.031268867
9551,19.57,31.98%,0.004,13.311514,0.996,0,0.053246056
9552,22.33,12.47%,0.0082,19.545449,0.9918,0,0.160272682
9553,3.3,11.06%,0.004,2.93502,0.996,0,0.01174008
9554,11.93,3.33%,0.0008,11.532731,0.9992,0,0.009226185
9555,14.84,25.37%,0.0098,11.075092,0.9902,0,0.108535902
9556,16.9,27.14%,0.0053,12.31334,0.9947,0,0.065260702
9557,4.06,39.72%,0.0069,2.447368,0.9931,0,0.016886839
9558,5.7,29.34%,0.0094,4.02762,0.9906,0,0.037859628
9559,4.01,18.61%,0.0012,3.263739,0.9988,0,0.003916487
9560,24.62,7.31%,0.0093,22.820278,0.9907,0,0.212228585
9561,11.74,4.26%,0.0061,11.239876,0.9939,0,0.068563244
9562,21.37,38.73%,0.0061,13.093399,0.9939,0,0.079869734
9563,3.26,34.72%,0.0061,2.128128,0.9939,0,0.012981581
9564,1.31,32.42%,0.0057,0.885298,0.9943,0,0.005046199
9565,3.46,32.95%,0.0065,2.31993,0.9935,0,0.015079545
9566,24.11,37.39%,0.0071,15.095271,0.9929,0,0.107176424
9567,19.83,22.00%,0.003,15.4674,0.997,0,0.0464022
9568,1.95,24.31%,0.0097,1.475955,0.9903,0,0.014316764
9569,11.83,5.92%,0.0054,11.129664,0.9946,0,0.060100186
9570,17.88,5.83%,0.0046,16.837596,0.9954,0,0.077452942
9571,14.84,39.40%,0.0001,8.99304,0.9999,0,0.000899304
9572,16.24,37.86%,0.0065,10.091536,0.9935,0,0.065594984
9573,6.1,20.92%,0.009,4.82388,0.991,0,0.04341492
9574,12.43,33.13%,0.0064,8.311941,0.9936,0,0.053196422
9575,5.05,37.03%,0.0003,3.179985,0.9997,0,0.000953996
9576,17.79,19.62%,0.0068,14.299602,0.9932,0,0.097237294
9577,1.97,3.37%,0.0098,1.903611,0.9902,0,0.018655388
9578,17.04,27.82%,0.0038,12.299472,0.9962,0,0.046737994
9579,22.09,3.07%,0.0001,21.411837,0.9999,0,0.002141184
9580,3.87,16.79%,0.0067,3.220227,0.9933,0,0.021575521
9581,10.32,5.99%,0.0022,9.701832,0.9978,0,0.02134403
9582,5.63,12.48%,0.0028,4.927376,0.9972,0,0.013796653
9583,2.48,29.71%,0.0097,1.743192,0.9903,0,0.016908962
9584,15.59,4.30%,0.0073,14.91963,0.9927,0,0.108913299
9585,11.85,6.10%,0.0071,11.12715,0.9929,0,0.079002765
9586,2.47,36.86%,0.0069,1.559558,0.9931,0,0.01076095
9587,9.14,36.30%,0.0078,5.82218,0.9922,0,0.045413004
9588,3.68,5.17%,0.0043,3.489744,0.9957,0,0.015005899
9589,4.48,12.37%,0.0071,3.925824,0.9929,0,0.02787335
9590,2.85,12.03%,0.0072,2.507145,0.9928,0,0.018051444
9591,19.89,4.38%,0.0099,19.018818,0.9901,0,0.188286298
9592,7.67,36.64%,0.0048,4.859712,0.9952,0,0.023326618
9593,21.41,13.49%,0.0064,18.521791,0.9936,0,0.118539462
9594,12.49,5.03%,0.0032,11.861753,0.9968,0,0.03795761
9595,3.96,10.56%,0.0051,3.541824,0.9949,0,0.018063302
9596,1.74,23.74%,0.0069,1.326924,0.9931,0,0.009155776
9597,8.53,0.22%,0.0009,8.511234,0.9991,0,0.007660111
9598,6.08,28.59%,0.0063,4.341728,0.9937,0,0.027352886
9599,4.77,37.05%,0.0017,3.002715,0.9983,0,0.005104616
9600,4.95,10.27%,0.0079,4.441635,0.9921,0,0.035088917
9601,19.98,0.67%,0.0058,19.846134,0.9942,0,0.115107577
9602,16.73,30.92%,0.0018,11.557084,0.9982,0,0.020802751
9603,22.85,10.62%,0.0072,20.42333,0.9928,0,0.147047976
9604,9.1,25.14%,0.0068,6.81226,0.9932,0,0.046323368
9605,13.64,8.15%,0.0069,12.52834,0.9931,0,0.086445546
9606,14.42,13.17%,0.0066,12.520886,0.9934,0,0.082637848
9607,18.75,20.46%,0.0096,14.91375,0.9904,0,0.143172
9608,10.61,11.65%,0.0099,9.373935,0.9901,0,0.092801957
9609,17.23,32.16%,0.0076,11.688832,0.9924,0,0.088835123
9610,11.94,0.75%,0.0065,11.85045,0.9935,0,0.077027925
9611,6.49,9.57%,0.0091,5.868907,0.9909,0,0.053407054
9612,17.14,19.31%,0.003,13.830266,0.997,0,0.041490798
9613,23.77,15.73%,0.0069,20.030979,0.9931,0,0.138213755
9614,7.32,4.20%,0.0005,7.01256,0.9995,0,0.00350628
9615,16.64,13.34%,0.0005,14.420224,0.9995,0,0.007210112
9616,12.61,24.00%,0.0002,9.5836,0.9998,0,0.00191672
9617,18.07,35.58%,0.0064,11.640694,0.9936,0,0.074500442
9618,13.45,4.38%,0.0019,12.86089,0.9981,0,0.024435691
9619,21.89,12.93%,0.0003,19.059623,0.9997,0,0.005717887
9620,20.6,13.40%,0.0032,17.8396,0.9968,0,0.05708672
9621,23.01,20.32%,0.0063,18.334368,0.9937,0,0.115506518
9622,2.27,28.13%,0.0037,1.631449,0.9963,0,0.006036361
9623,19.7,25.60%,0.0017,14.6568,0.9983,0,0.02491656
9624,23.81,14.29%,0.0046,20.407551,0.9954,0,0.093874735
9625,16.56,2.21%,0.0016,16.194024,0.9984,0,0.025910438
9626,2.59,35.51%,0.0039,1.670291,0.9961,0,0.006514135
9627,14.13,29.68%,0.0013,9.936216,0.9987,0,0.012917081
9628,4.45,1.55%,0.0067,4.381025,0.9933,0,0.029352868
9629,11.23,10.73%,0.0037,10.025021,0.9963,0,0.037092578
9630,24.93,19.45%,0.0007,20.081115,0.9993,0,0.014056781
9631,7.65,21.61%,0.0049,5.996835,0.9951,0,0.029384492
9632,17.83,8.18%,0.0022,16.371506,0.9978,0,0.036017313
9633,11.03,13.26%,0.0014,9.567422,0.9986,0,0.013394391
9634,0.33,2.90%,0,0.32043,1,0,0
9635,18.91,2.95%,0.0065,18.352155,0.9935,0,0.119289008
9636,14.05,16.22%,0.0031,11.77109,0.9969,0,0.036490379
9637,11.11,13.70%,0.0042,9.58793,0.9958,0,0.040269306
9638,14.09,2.78%,0.0086,13.698298,0.9914,0,0.117805363
9639,6.17,13.27%,0.0099,5.351241,0.9901,0,0.052977286
9640,22.58,9.58%,0.0042,20.416836,0.9958,0,0.085750711
9641,0.19,15.93%,0.0008,0.159733,0.9992,0,0.000127786
9642,12.03,25.96%,0.0097,8.907012,0.9903,0,0.086398016
9643,23.09,22.72%,0.0031,17.843952,0.9969,0,0.055316251
9644,12.71,8.78%,0.002,11.594062,0.998,0,0.023188124
9645,1.11,28.84%,0.0037,0.789876,0.9963,0,0.002922541
9646,3.5,11.55%,0.0014,3.09575,0.9986,0,0.00433405
9647,1.07,7.74%,0.0058,0.987182,0.9942,0,0.005725656
9648,22.91,14.25%,0.0029,19.645325,0.9971,0,0.056971443
9649,11.14,30.20%,0.001,7.77572,0.999,0,0.00777572
9650,22.81,33.95%,0.003,15.066005,0.997,0,0.045198015
9651,22.38,21.38%,0.0067,17.595156,0.9933,0,0.117887545
9652,13.35,24.07%,0.0081,10.136655,0.9919,0,0.082106906
9653,23.91,21.79%,0.0037,18.700011,0.9963,0,0.069190041
9654,8.45,39.05%,0.0019,5.150275,0.9981,0,0.009785523
9655,4.07,0.18%,0.0033,4.062674,0.9967,0,0.013406824
9656,10.17,25.12%,0.0044,7.615296,0.9956,0,0.033507302
9657,22.34,21.18%,0.0031,17.608388,0.9969,0,0.054586003
9658,23.2,7.85%,0.0097,21.3788,0.9903,0,0.20737436
9659,15.12,15.42%,0.0045,12.788496,0.9955,0,0.057548232
9660,21.77,20.37%,0.0048,17.335451,0.9952,0,0.083210165
9661,23.83,4.42%,0.0039,22.776714,0.9961,0,0.088829185
9662,21.48,24.17%,0.0066,16.288284,0.9934,0,0.107502674
9663,21.43,8.35%,0.007,19.640595,0.993,0,0.137484165
9664,11.61,3.72%,0.0049,11.178108,0.9951,0,0.054772729
9665,7.15,0.85%,0.001,7.089225,0.999,0,0.007089225
9666,16.05,4.29%,0.005,15.361455,0.995,0,0.076807275
9667,17.35,3.92%,0.005,16.66988,0.995,0,0.0833494
9668,10.22,1.02%,0.0002,10.115756,0.9998,0,0.002023151
9669,9.98,37.54%,0.0025,6.233508,0.9975,0,0.01558377
9670,3.8,38.09%,0.0078,2.35258,0.9922,0,0.018350124
9671,23.38,9.75%,0.0082,21.10045,0.9918,0,0.17302369
9672,19.65,25.83%,0.0098,14.574405,0.9902,0,0.142829169
9673,3.38,22.48%,0.0033,2.620176,0.9967,0,0.008646581
9674,23.12,6.34%,0.003,21.654192,0.997,0,0.064962576
9675,19.09,31.89%,0.0064,13.002199,0.9936,0,0.083214074
9676,3.29,35.23%,0.0076,2.130933,0.9924,0,0.016195091
9677,11.24,13.60%,0.0041,9.71136,0.9959,0,0.039816576
9678,14.96,16.15%,0.004,12.54396,0.996,0,0.05017584
9679,1.28,19.59%,0.0085,1.029248,0.9915,0,0.008748608
9680,16.76,30.06%,0.0006,11.721944,0.9994,0,0.007033166
9681,11.14,16.87%,0.0043,9.260682,0.9957,0,0.039820933
9682,11.8,26.46%,0.008,8.67772,0.992,0,0.06942176
9683,7.55,30.67%,0.0013,5.234415,0.9987,0,0.00680474
9684,15.56,17.01%,0.0063,12.913244,0.9937,0,0.081353437
9685,12.68,8.21%,0.0026,11.638972,0.9974,0,0.030261327
9686,2.09,23.90%,0.0034,1.59049,0.9966,0,0.005407666
9687,14.74,30.00%,0.008,10.318,0.992,0,0.082544
9688,24.74,31.00%,0.007,17.0706,0.993,0,0.1194942
9689,12.94,5.43%,0.0006,12.237358,0.9994,0,0.007342415
9690,16.67,23.36%,0.0088,12.775888,0.9912,0,0.112427814
9691,16.82,20.53%,0.0015,13.366854,0.9985,0,0.020050281
9692,12.16,36.14%,0.0012,7.765376,0.9988,0,0.009318451
9693,17.03,27.70%,0.0096,12.31269,0.9904,0,0.118201824
9694,18.25,11.44%,0.0045,16.1622,0.9955,0,0.0727299
9695,4.27,18.71%,0.008,3.471083,0.992,0,0.027768664
9696,16.73,18.76%,0.0058,13.591452,0.9942,0,0.078830422
9697,20.04,5.55%,0.002,18.92778,0.998,0,0.03785556
9698,1.61,25.56%,0.0071,1.198484,0.9929,0,0.008509236
9699,13.67,30.85%,0.0061,9.452805,0.9939,0,0.057662111
9700,6.85,13.83%,0.0069,5.902645,0.9931,0,0.040728251
9701,8.77,3.75%,0.0012,8.441125,0.9988,0,0.01012935
9702,3.48,35.60%,0.0074,2.24112,0.9926,0,0.016584288
9703,16.62,14.41%,0.0076,14.225058,0.9924,0,0.108110441
9704,22.64,29.90%,0.0004,15.87064,0.9996,0,0.006348256
9705,18.29,34.46%,0.0036,11.987266,0.9964,0,0.043154158
9706,19.42,12.79%,0.0095,16.936182,0.9905,0,0.160893729
9707,1.55,19.14%,0.0026,1.25333,0.9974,0,0.003258658
9708,5.82,30.56%,0.0004,4.041408,0.9996,0,0.001616563
9709,4.28,39.07%,0.0068,2.607804,0.9932,0,0.017733067
9710,16.81,38.78%,0.0093,10.291082,0.9907,0,0.095707063
9711,23.93,18.14%,0.0059,19.589098,0.9941,0,0.115575678
9712,21.09,5.50%,0.0014,19.93005,0.9986,0,0.02790207
9713,21.36,39.88%,0.0091,12.841632,0.9909,0,0.116858851
9714,13.99,39.97%,0.0002,8.398197,0.9998,0,0.001679639
9715,12.79,32.81%,0.0079,8.593601,0.9921,0,0.067889448
9716,19.03,31.90%,0.0083,12.95943,0.9917,0,0.107563269
9717,15.09,23.61%,0.0037,11.527251,0.9963,0,0.042650829
9718,1.01,10.31%,0.0082,0.905869,0.9918,0,0.007428126
9719,14.97,26.68%,0.0085,10.976004,0.9915,0,0.093296034
9720,12.97,23.84%,0.002,9.877952,0.998,0,0.019755904
9721,3.22,6.40%,0.0031,3.01392,0.9969,0,0.009343152
9722,3.87,39.20%,0.0068,2.35296,0.9932,0,0.016000128
9723,3.21,31.39%,0.0024,2.202381,0.9976,0,0.005285714
9724,12.39,15.79%,0.0066,10.433619,0.9934,0,0.068861885
9725,15.76,7.54%,0.0001,14.571696,0.9999,0,0.00145717
9726,18.81,14.25%,0.0014,16.129575,0.9986,0,0.022581405
9727,17.78,23.77%,0.0072,13.553694,0.9928,0,0.097586597
9728,5.36,11.61%,0.0072,4.737704,0.9928,0,0.034111469
9729,1.84,12.57%,0.0072,1.608712,0.9928,0,0.011582726
9730,16.01,12.98%,0.0051,13.931902,0.9949,0,0.0710527
9731,21.81,33.14%,0.0029,14.582166,0.9971,0,0.042288281
9732,0.05,4.41%,0.0021,0.047795,0.9979,0,0.00010037
9733,16.64,12.67%,0.0013,14.531712,0.9987,0,0.018891226
9734,6.43,39.73%,0.0004,3.875361,0.9996,0,0.001550144
9735,11.77,9.53%,0.0022,10.648319,0.9978,0,0.023426302
9736,17.39,33.19%,0.0099,11.618259,0.9901,0,0.115020764
9737,22.86,4.91%,0.001,21.737574,0.999,0,0.021737574
9738,1.07,26.31%,0.005,0.788483,0.995,0,0.003942415
9739,12.04,35.89%,0.0029,7.718844,0.9971,0,0.022384648
9740,17.11,27.75%,0.0085,12.361975,0.9915,0,0.105076788
9741,20.62,34.79%,0.0078,13.446302,0.9922,0,0.104881156
9742,2.61,14.93%,0.0028,2.220327,0.9972,0,0.006216916
9743,6.61,20.18%,0.0061,5.276102,0.9939,0,0.032184222
9744,8.58,13.77%,0.0053,7.398534,0.9947,0,0.03921223
9745,21.18,13.04%,0.0061,18.418128,0.9939,0,0.112350581
9746,13.39,1.61%,0.0022,13.174421,0.9978,0,0.028983726
9747,6.42,5.21%,0.0044,6.085518,0.9956,0,0.026776279
9748,12.82,9.00%,0.0036,11.6662,0.9964,0,0.04199832
9749,22.16,28.49%,0.0054,15.846616,0.9946,0,0.085571726
9750,9.1,18.87%,0.0095,7.38283,0.9905,0,0.070136885
9751,18.71,8.72%,0.0094,17.078488,0.9906,0,0.160537787
9752,2.18,17.83%,0.0043,1.791306,0.9957,0,0.007702616
9753,22.27,16.61%,0.0045,18.570953,0.9955,0,0.083569289
9754,23.86,23.14%,0.0071,18.338796,0.9929,0,0.130205452
9755,20.3,30.43%,0.0098,14.12271,0.9902,0,0.138402558
9756,7.55,33.43%,0.0062,5.026035,0.9938,0,0.031161417
9757,14.22,30.04%,0.0053,9.948312,0.9947,0,0.052726054
9758,14.58,32.23%,0.0071,9.880866,0.9929,0,0.070154149
9759,17.05,16.53%,0.0078,14.231635,0.9922,0,0.111006753
9760,6.73,38.17%,0.0061,4.161159,0.9939,0,0.02538307
9761,23.77,36.10%,0.0046,15.18903,0.9954,0,0.069869538
9762,10.4,11.48%,0.0066,9.20608,0.9934,0,0.060760128
9763,20.12,17.25%,0.0082,16.6493,0.9918,0,0.13652426
9764,12.49,23.30%,0.0092,9.57983,0.9908,0,0.088134436
9765,16.2,37.38%,0.0091,10.14444,0.9909,0,0.092314404
9766,14.13,38.82%,0.0014,8.644734,0.9986,0,0.012102628
9767,4.22,18.95%,0.0062,3.42031,0.9938,0,0.021205922
9768,9.99,35.44%,0.0071,6.449544,0.9929,0,0.045791762
9769,18.42,21.23%,0.007,14.509434,0.993,0,0.101566038
9770,8.14,6.92%,0.0019,7.576712,0.9981,0,0.014395753
9771,17.71,19.39%,0.0007,14.276031,0.9993,0,0.009993222
9772,24.46,33.36%,0.0026,16.300144,0.9974,0,0.042380374
9773,14.16,7.83%,0.0054,13.051272,0.9946,0,0.070476869
9774,17.95,22.32%,0.0046,13.94356,0.9954,0,0.064140376
9775,22.43,26.56%,0.0013,16.472592,0.9987,0,0.02141437
9776,8.64,17.10%,0.0077,7.16256,0.9923,0,0.055151712
9777,7.18,20.13%,0.0024,5.734666,0.9976,0,0.013763198
9778,13.56,7.17%,0.0032,12.587748,0.9968,0,0.040280794
9779,17.56,12.35%,0.0039,15.39134,0.9961,0,0.060026226
9780,11.3,14.81%,0.0022,9.62647,0.9978,0,0.021178234
9781,13.65,9.06%,0.007,12.41331,0.993,0,0.08689317
9782,22.27,33.54%,0.0037,14.800642,0.9963,0,0.054762375
9783,23.6,35.63%,0.0095,15.19132,0.9905,0,0.14431754
9784,1.16,22.85%,0.0034,0.89494,0.9966,0,0.003042796
9785,15.99,21.79%,0.0088,12.505779,0.9912,0,0.110050855
9786,17.77,33.72%,0.0072,11.777956,0.9928,0,0.084801283
9787,12.73,27.07%,0.0025,9.283989,0.9975,0,0.023209973
9788,8.18,34.83%,0.0023,5.330906,0.9977,0,0.012261084
9789,22.8,36.88%,0.0024,14.39136,0.9976,0,0.034539264
9790,6.74,4.60%,0.0003,6.42996,0.9997,0,0.001928988
9791,1.97,14.80%,0.0024,1.67844,0.9976,0,0.004028256
9792,2.55,8.58%,0.0049,2.33121,0.9951,0,0.011422929
9793,9.14,9.70%,0.0061,8.25342,0.9939,0,0.050345862
9794,0.58,1.57%,0.0024,0.570894,0.9976,0,0.001370146
9795,24.96,13.04%,0.007,21.705216,0.993,0,0.151936512
9796,6.38,19.91%,0.0033,5.109742,0.9967,0,0.016862149
9797,17.81,7.07%,0.0011,16.550833,0.9989,0,0.018205916
9798,23.9,36.64%,0.0081,15.14304,0.9919,0,0.122658624
9799,19.73,18.48%,0.0054,16.083896,0.9946,0,0.086853038
9800,12.41,31.25%,0.0096,8.531875,0.9904,0,0.081906
9801,0.86,35.93%,0.0007,0.551002,0.9993,0,0.000385701
9802,8.63,6.62%,0.0027,8.058694,0.9973,0,0.021758474
9803,16.5,25.89%,0.0016,12.22815,0.9984,0,0.01956504
9804,4.95,11.23%,0.0078,4.394115,0.9922,0,0.034274097
9805,4.81,34.27%,0.0026,3.161613,0.9974,0,0.008220194
9806,20.19,2.96%,0.0044,19.592376,0.9956,0,0.086206454
9807,15.08,4.78%,0.0064,14.359176,0.9936,0,0.091898726
9808,22.33,37.62%,0.0069,13.929454,0.9931,0,0.096113233
9809,21.41,37.32%,0.0037,13.419788,0.9963,0,0.049653216
9810,12.37,8.22%,0.0051,11.353186,0.9949,0,0.057901249
9811,1.49,23.37%,0.0053,1.141787,0.9947,0,0.006051471
9812,17.36,35.98%,0.0007,11.113872,0.9993,0,0.00777971
9813,14.25,39.54%,0.0063,8.61555,0.9937,0,0.054277965
9814,19.18,11.14%,0.0044,17.043348,0.9956,0,0.074990731
9815,1.67,9.60%,0.0034,1.50968,0.9966,0,0.005132912
9816,14.71,16.33%,0.0008,12.307857,0.9992,0,0.009846286
9817,4.81,30.15%,0.0034,3.359785,0.9966,0,0.011423269
9818,22.8,0.75%,0.0076,22.629,0.9924,0,0.1719804
9819,24.68,22.36%,0.0076,19.161552,0.9924,0,0.145627795
9820,5.28,11.41%,0.0017,4.677552,0.9983,0,0.007951838
9821,9.47,5.38%,0.005,8.960514,0.995,0,0.04480257
9822,4.12,34.63%,0.0075,2.693244,0.9925,0,0.02019933
9823,3.22,12.91%,0.0085,2.804298,0.9915,0,0.023836533
9824,9.78,4.97%,0.0044,9.293934,0.9956,0,0.04089331
9825,21.89,39.49%,0.0015,13.245639,0.9985,0,0.019868459
9826,7.55,22.42%,0.0068,5.85729,0.9932,0,0.039829572
9827,12.9,16.57%,0.0038,10.76247,0.9962,0,0.040897386
9828,13.75,27.78%,0.0064,9.93025,0.9936,0,0.0635536
9829,19.65,9.32%,0.0076,17.81862,0.9924,0,0.135421512
9830,8.1,32.94%,0.0099,5.43186,0.9901,0,0.053775414
9831,9.53,13.43%,0.0088,8.250121,0.9912,0,0.072601065
9832,10.24,18.51%,0.0023,8.344576,0.9977,0,0.019192525
9833,18.79,39.90%,0.002,11.29279,0.998,0,0.02258558
9834,1.09,5.22%,0.0094,1.033102,0.9906,0,0.009711159
9835,23.17,23.45%,0.0058,17.736635,0.9942,0,0.102872483
9836,3.69,16.43%,0.0028,3.083733,0.9972,0,0.008634452
9837,5.86,36.12%,0.0079,3.743368,0.9921,0,0.029572607
9838,22.84,31.54%,0.0034,15.636264,0.9966,0,0.053163298
9839,17.2,28.96%,0.0039,12.21888,0.9961,0,0.047653632
9840,10.22,6.75%,0.0084,9.53015,0.9916,0,0.08005326
9841,21.63,14.73%,0.0088,18.443901,0.9912,0,0.162306329
9842,16.75,5.13%,0.0048,15.890725,0.9952,0,0.07627548
9843,7.06,1.95%,0.0005,6.92233,0.9995,0,0.003461165
9844,19.71,19.47%,0.0061,15.872463,0.9939,0,0.096822024
9845,3.54,6.49%,0.0034,3.310254,0.9966,0,0.011254864
9846,15.32,36.40%,0.0032,9.74352,0.9968,0,0.031179264
9847,0.79,25.77%,0.0048,0.586417,0.9952,0,0.002814802
9848,0.66,9.57%,0.0003,0.596838,0.9997,0,0.000179051
9849,10.09,0.27%,0.0058,10.062757,0.9942,0,0.058363991
9850,14.7,14.48%,0.0051,12.57144,0.9949,0,0.064114344
9851,16.22,11.93%,0.0003,14.284954,0.9997,0,0.004285486
9852,14.87,8.59%,0.0019,13.592667,0.9981,0,0.025826067
9853,22.71,39.08%,0.0075,13.834932,0.9925,0,0.10376199
9854,9.42,20.33%,0.005,7.504914,0.995,0,0.03752457
9855,16.05,12.95%,0.0057,13.971525,0.9943,0,0.079637693
9856,19.63,5.78%,0.0066,18.495386,0.9934,0,0.122069548
9857,23.32,10.43%,0.0012,20.887724,0.9988,0,0.025065269
9858,22.71,24.31%,0.0091,17.189199,0.9909,0,0.156421711
9859,7.94,3.24%,0.0052,7.682744,0.9948,0,0.039950269
9860,12.04,18.67%,0.0069,9.792132,0.9931,0,0.067565711
9861,21.74,6.84%,0.0039,20.252984,0.9961,0,0.078986638
9862,20.53,16.09%,0.0045,17.226723,0.9955,0,0.077520254
9863,7.38,15.26%,0.002,6.253812,0.998,0,0.012507624
9864,17.13,16.97%,0.0076,14.223039,0.9924,0,0.108095096
9865,20.5,4.92%,0.0016,19.4914,0.9984,0,0.03118624
9866,12.87,26.22%,0.0009,9.495486,0.9991,0,0.008545937
9867,18.66,15.52%,0.008,15.763968,0.992,0,0.126111744
9868,22.94,21.28%,0.0066,18.058368,0.9934,0,0.119185229
9869,24.42,20.77%,0.0035,19.347966,0.9965,0,0.067717881
9870,12.12,36.99%,0.0035,7.636812,0.9965,0,0.026728842
9871,12.1,28.19%,0.0031,8.68901,0.9969,0,0.026935931
9872,14.45,18.62%,0.0041,11.75941,0.9959,0,0.048213581
9873,23.82,7.88%,0.0024,21.942984,0.9976,0,0.052663162
9874,0.09,31.97%,0.0004,0.061227,0.9996,0,2.44908E-05
9875,19.28,13.54%,0.0077,16.669488,0.9923,0,0.128355058
9876,20.66,24.93%,0.001,15.509462,0.999,0,0.015509462
9877,14.71,15.95%,0.009,12.363755,0.991,0,0.111273795
9878,16.3,9.70%,0.0019,14.7189,0.9981,0,0.02796591
9879,15.27,20.24%,0.0023,12.179352,0.9977,0,0.02801251
9880,23.35,29.63%,0.0094,16.431395,0.9906,0,0.154455113
9881,10.19,6.31%,0.0082,9.547011,0.9918,0,0.07828549
9882,2.15,9.27%,0.0052,1.950695,0.9948,0,0.010143614
9883,8.86,1.50%,0.0027,8.7271,0.9973,0,0.02356317
9884,1.42,7.98%,0.0005,1.306684,0.9995,0,0.000653342
9885,16.77,1.27%,0.007,16.557021,0.993,0,0.115899147
9886,0.45,16.70%,0.0057,0.37485,0.9943,0,0.002136645
9887,11.16,10.14%,0.0002,10.028376,0.9998,0,0.002005675
9888,8.72,13.41%,0.0074,7.550648,0.9926,0,0.055874795
9889,15.43,30.18%,0.0001,10.773226,0.9999,0,0.001077323
9890,3.84,24.32%,0.0042,2.906112,0.9958,0,0.01220567
9891,24.13,6.73%,0.0017,22.506051,0.9983,0,0.038260287
9892,10.7,38.53%,0.006,6.57729,0.994,0,0.03946374
9893,21.52,27.51%,0.003,15.599848,0.997,0,0.046799544
9894,14.87,26.08%,0.0092,10.991904,0.9908,0,0.101125517
9895,18.25,4.16%,0.0007,17.4908,0.9993,0,0.01224356
9896,8.01,1.04%,0.0022,7.926696,0.9978,0,0.017438731
9897,20.64,15.12%,0.0086,17.519232,0.9914,0,0.150665395
9898,9.23,8.28%,0.0017,8.465756,0.9983,0,0.014391785
9899,0.38,24.85%,0.0014,0.28557,0.9986,0,0.000399798
9900,6.7,5.41%,0.0001,6.33753,0.9999,0,0.000633753
9901,5.27,11.13%,0.0093,4.683449,0.9907,0,0.043556076
9902,21.49,17.64%,0.0001,17.699164,0.9999,0,0.001769916
9903,12.88,35.01%,0.0045,8.370712,0.9955,0,0.037668204
9904,12.96,2.68%,0.0041,12.612672,0.9959,0,0.051711955
9905,17.37,9.03%,0.0036,15.801489,0.9964,0,0.05688536
9906,24.51,10.35%,0.0043,21.973215,0.9957,0,0.094484825
9907,15.22,19.73%,0.0049,12.217094,0.9951,0,0.059863761
9908,4.42,20.24%,0.0024,3.525392,0.9976,0,0.008460941
9909,11.35,2.34%,0.0065,11.08441,0.9935,0,0.072048665
9910,12.35,1.00%,0.0077,12.2265,0.9923,0,0.09414405
9911,5.08,26.83%,0.0019,3.717036,0.9981,0,0.007062368
9912,21.69,39.10%,0.0002,13.20921,0.9998,0,0.002641842
9913,9.52,7.54%,0.0064,8.802192,0.9936,0,0.056334029
9914,10.12,13.41%,0.0016,8.762908,0.9984,0,0.014020653
9915,4.99,35.24%,0.0081,3.231524,0.9919,0,0.026175344
